Title,Salary,Date Posted,Location,Closing Date,Link
Research and Development OfficerNew Maurifoods Limited,Negotiable,03/09/2025,Plaine Wilhems,19/09/2025,https://www.myjob.mu/Jobs/Research-and-Development-Officer-197831.aspx
Bilingual Customer Service Representatives [EN/FR]Apollo blake,"21,000 - 30,000",15/08/2025,Mauritius,14/09/2025,https://www.myjob.mu/Jobs/Bilingual-Customer-Service-Representatives-EN-196917.aspx
Fast Food OperativesEXOTIC GROUP,"21,000 - 30,000",03/09/2025,Mauritius,03/10/2025,https://www.myjob.mu/Jobs/Fast-Food-Operatives-197829.aspx
Assistant Accountant (for Leisure Cluster)Rogers Hospitality,Not disclosed,03/09/2025,Moka,19/09/2025,https://www.myjob.mu/Jobs/Assistant-Accountant-for-Leisure-Cluster-197828.aspx
TÉLÉVENDEUR DÉBUTANT (VENTE ENTRANTE) SITE EBENEEURO CRM (Mauritius) Ltd,"10,000 - 20,000",26/08/2025,Plaine Wilhems,25/09/2025,https://www.myjob.mu/Jobs/TELEVENDEUR-DEBUTANT-VENTE-ENTRANTE-SITE-197374.aspx
CONSEILLERS (SUPPORT) HELPDESK MARCHÉ FRANÇAISEURO CRM (Mauritius) Ltd,"10,000 - 20,000",22/08/2025,Moka,21/09/2025,https://www.myjob.mu/Jobs/CONSEILLERS-SUPPORT-HELPDESK-MARCHE-FRANÇAIS-197286.aspx
TELEVENDEUR (H/F) SENIOREURO CRM (Mauritius) Ltd,"10,000 - 20,000",06/08/2025,Moka,05/09/2025,https://www.myjob.mu/Jobs/TELEVENDEUR-H-F-SENIOR-196420.aspx
TELEVENDEUR EXPERIMENTE(E)EURO CRM (Mauritius) Ltd,Not disclosed,06/08/2025,Moka,05/09/2025,https://www.myjob.mu/Jobs/TELEVENDEUR-EXPERIMENTE-E-196419.aspx
Production AssistantPhydra,Not disclosed,03/09/2025,Port Louis,03/10/2025,https://www.myjob.mu/Jobs/Production-Assistant-197827.aspx
R​e​c​e​p​t​i​o​n​i​s​t​Quantum Insurance Ltd,"10,000 - 20,000",03/09/2025,Plaine Wilhems,03/10/2025,https://www.myjob.mu/Jobs/Receptionist-197826.aspx
Senior Accounting Officer/ Senior Financial Analysts/ Junior Financial AnalystsSAB&T International Financial Consulting Ltd,Negotiable,03/09/2025,Plaine Wilhems,03/10/2025,https://www.myjob.mu/Jobs/Senior-Accounting-Officer-Senior-Financial-197825.aspx
Customer Service AssistantEmtel Ltd (currimjee group),Not disclosed,22/08/2025,Plaine Wilhems,21/09/2025,https://www.myjob.mu/Jobs/Customer-Service-Assistant-197291.aspx
Photo & Video Content CreatorRM CLUB,"31,000 - 40,000",03/09/2025,Riviere du Rempart,03/10/2025,https://www.myjob.mu/Jobs/Photo-Video-Content-Creator-197824.aspx
ASSISTANCE CLIENTÈLE POUR HELPDESK (AVEC/SANS EXPÉRIENCE RÉCEPTION D'APPELS )EURO CRM (Mauritius) Ltd,"10,000 - 20,000",22/08/2025,Moka,21/09/2025,https://www.myjob.mu/Jobs/ASSISTANCE-CLIENTÈLE-POUR-HELPDESK-AVEC-197280.aspx
TÉLÉVENDEUR AVEC OU SANS EXPÉRIENCEEURO CRM (Mauritius) Ltd,"10,000 - 20,000",26/08/2025,Plaine Wilhems,25/09/2025,https://www.myjob.mu/Jobs/TELEVENDEUR-AVEC-OU-SANS-EXPERIENCE-197375.aspx
Banqueting & Wedding AssistantMARITIM RESORTS & SPA,"21,000 - 30,000",03/09/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Banqueting-Wedding-Assistant-197823.aspx
Assistant Banqueting & Event ManagerMARITIM RESORTS & SPA,"21,000 - 30,000",03/09/2025,Pamplemousses,14/09/2025,https://www.myjob.mu/Jobs/Assistant-Banqueting-Event-Manager-197822.aspx
Accounts Officer - The Address Boutique HotelNinety – Six Hotel Collection,Negotiable,03/09/2025,Pamplemousses,03/10/2025,https://www.myjob.mu/Jobs/Accounts-Officer-The-Address-Boutique-197821.aspx
Sales Consultant (Outdoor Sales)Rey & Lenferna Ltd,Negotiable,03/09/2025,Port Louis,03/10/2025,https://www.myjob.mu/Jobs/Sales-Consultant-Outdoor-Sales-197820.aspx
Customer Relationship Executive - Foreign ExchangeTHOMAS COOK OPERATIONS CO LTD,Negotiable,03/09/2025,Mauritius,03/10/2025,https://www.myjob.mu/Jobs/Customer-Relationship-Executive-Foreign-Exchange-197819.aspx
"Assistant Manager, HostOne&Only Le Saint Geran","31,000 - 40,000",03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/Assistant-Manager-Host-197818.aspx
Assistant Cook (Solana Beach Mauritius)Groupe Beau Vallon,Not disclosed,03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/Assistant-Cook-Solana-Beach-Mauritius-197817.aspx
Cashier (Solana Beach Mauritius)Groupe Beau Vallon,Not disclosed,03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/Cashier-Solana-Beach-Mauritius-197816.aspx
Chef De Partie (Solana Beach Mauritius)Groupe Beau Vallon,Not disclosed,03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/Chef-De-Partie-Solana-Beach-197815.aspx
Outlet Manager (Solana Beach Mauritius)Groupe Beau Vallon,Not disclosed,03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/Outlet-Manager-Solana-Beach-Mauritius-197814.aspx
Steward (Solana Beach Mauritius)Groupe Beau Vallon,Not disclosed,03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/Steward-Solana-Beach-Mauritius-197813.aspx
Waiter / Waitress (Solana Beach Mauritius)Groupe Beau Vallon,Not disclosed,03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/Waiter-Waitress-Solana-Beach-Mauritius-197812.aspx
INTERNAL CONTROLLER (Solana Beach Resort)Groupe Beau Vallon,Not disclosed,03/09/2025,Flacq,03/10/2025,https://www.myjob.mu/Jobs/INTERNAL-CONTROLLER-Solana-Beach-Resort-197811.aspx
Customer Success OfficerHardy Henry Services Ltd (Hardy Henry Group),"21,000 - 30,000",03/09/2025,Port Louis,03/10/2025,https://www.myjob.mu/Jobs/Customer-Success-Officer-197810.aspx
Chargé de clientèle en réception d’appels Primes mensuelles assurées et déplafonnées selonSOFTWARE ACTIVITIES AND IMAGES MANAGEMENT LIMITED,"21,000 - 30,000",11/08/2025,Plaine Wilhems,10/09/2025,https://www.myjob.mu/Jobs/Charge-de-clientele-en-reception-196602.aspx
A​c​c​o​u​n​t​a​n​t​HEFTY LTD,Not disclosed,03/09/2025,Pamplemousses,03/10/2025,https://www.myjob.mu/Jobs/Accountant-197809.aspx
F&B Hostess (Preskil Island Resort)Groupe Beau Vallon,Not disclosed,03/09/2025,Grand Port,03/10/2025,https://www.myjob.mu/Jobs/F-B-Hostess-Preskil-Island-197808.aspx
Job OpportunitiesThe Ravenala Attitude,Not disclosed,03/09/2025,Pamplemousses,03/10/2025,https://www.myjob.mu/Jobs/Job-Opportunities-197807.aspx
Textile EngineerCIEL Textile Group,Not disclosed,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Textile-Engineer-197764.aspx
Customer Success ChampionServecalls Ltd,"21,000 - 30,000",11/08/2025,Port Louis,10/09/2025,https://www.myjob.mu/Jobs/Customer-Success-Champion-196589.aspx
Support SpecialistServecalls Ltd,Not disclosed,26/08/2025,Port Louis,25/09/2025,https://www.myjob.mu/Jobs/Support-Specialist-197418.aspx
CUSTOMER SERVICE OPERATIVEServecalls Ltd,"10,000 - 20,000",28/08/2025,Port Louis,27/09/2025,https://www.myjob.mu/Jobs/CUSTOMER-SERVICE-OPERATIVE-197511.aspx
HR ExecutiveRHT Holding Ltd,Not disclosed,03/09/2025,Plaine Wilhems,03/10/2025,https://www.myjob.mu/Jobs/HR-Executive-197806.aspx
Coordinating Nurse (RN)-AssistanceInternational SOS African Services Ltd,Not disclosed,03/09/2025,Moka,03/10/2025,https://www.myjob.mu/Jobs/Coordinating-Nurse-RN-Assistance-197805.aspx
R​e​c​e​p​t​i​o​n​i​s​t​Hidden Company,"21,000 - 30,000",03/09/2025,Pamplemousses,03/10/2025,https://www.myjob.mu/Jobs/Receptionist-197804.aspx
Safety and Health OfficerVelogic,Negotiable,11/08/2025,Port Louis,03/09/2025,https://www.myjob.mu/Jobs/Safety-and-Health-Officer-196620.aspx
"Health, Safety & Environment OfficerVelogic",Not disclosed,03/09/2025,Port Louis,30/09/2025,https://www.myjob.mu/Jobs/Health-Safety-Environment-Officer-197803.aspx
Lorry DriverCIEL Textile Group,Not disclosed,03/09/2025,Plaine Wilhems,03/10/2025,https://www.myjob.mu/Jobs/Lorry-Driver-197802.aspx
Maintenance TechnicianCurrimjee Jeewanjee & Co. Ltd,Negotiable,11/08/2025,Plaine Wilhems,10/09/2025,https://www.myjob.mu/Jobs/Maintenance-Technician-196609.aspx
Technical OfficerEspace Maison Ltd,Negotiable,03/09/2025,Mauritius,03/10/2025,https://www.myjob.mu/Jobs/Technical-Officer-197801.aspx
Front OfficerHibiscus Boutique Hotel,"10,000 - 20,000",03/09/2025,Riviere du Rempart,03/10/2025,https://www.myjob.mu/Jobs/Front-Officer-197800.aspx
Accounts OfficerInternational Distillers (Mauritius) Ltd,Not disclosed,03/09/2025,Port Louis,26/09/2025,https://www.myjob.mu/Jobs/Accounts-Officer-197799.aspx
SHOP MANAGERVESTIONE,"21,000 - 30,000",03/09/2025,Mauritius,03/10/2025,https://www.myjob.mu/Jobs/SHOP-MANAGER-197798.aspx
SALES - RESPONSABLE RAYONVESTIONE,"10,000 - 20,000",03/09/2025,Mauritius,03/10/2025,https://www.myjob.mu/Jobs/SALES-RESPONSABLE-RAYON-197797.aspx
Sales ExecutiveRHT Holding Ltd,Not disclosed,03/09/2025,Plaine Wilhems,03/10/2025,https://www.myjob.mu/Jobs/Sales-Executive-197796.aspx
C​l​e​a​n​e​r​The General Construction Company Limited,Not disclosed,03/09/2025,Mauritius,03/10/2025,https://www.myjob.mu/Jobs/Cleaner-197793.aspx
Ambulance DriverC-Care (Mauritius) Ltd,Negotiable,03/09/2025,Riviere du Rempart,03/10/2025,https://www.myjob.mu/Jobs/Ambulance-Driver-197795.aspx
Store Attendant - Warehouse Roche Bois/Terre RougeEspace Maison Ltd,Negotiable,03/09/2025,Port Louis,03/10/2025,https://www.myjob.mu/Jobs/Store-Attendant-Warehouse-Roche-Bois-197794.aspx
Reservation ClerkLUX* Grand Gaube,Not disclosed,03/09/2025,Riviere du Rempart,03/10/2025,https://www.myjob.mu/Jobs/Reservation-Clerk-197792.aspx
CCTV and Alarm Technicians (WeSecure Ltd)Avacor Ltd,Not disclosed,03/09/2025,Mauritius,03/10/2025,https://www.myjob.mu/Jobs/CCTV-and-Alarm-Technicians-WeSecure-197791.aspx
Facilities ManagerTheBrandHouse Ltd,Negotiable,03/09/2025,Pamplemousses,03/10/2025,https://www.myjob.mu/Jobs/Facilities-Manager-197790.aspx
Spa ManagerLUX* Grand Gaube,Not disclosed,03/09/2025,Pamplemousses,03/10/2025,https://www.myjob.mu/Jobs/Spa-Manager-197789.aspx
Card Personalisation Agent (6 months CDD)TotalEnergies Mobility Services International Ltd (TEMSI),Not disclosed,03/09/2025,Plaine Wilhems,12/09/2025,https://www.myjob.mu/Jobs/Card-Personalisation-Agent-6-months-197788.aspx
Assistant AccountantShibani Finance Co Ltd,Negotiable,03/09/2025,Port Louis,03/10/2025,https://www.myjob.mu/Jobs/Assistant-Accountant-197787.aspx
IT GraduatesBDO IT CONSULTING LTD,Not disclosed,03/09/2025,Port Louis,03/10/2025,https://www.myjob.mu/Jobs/IT-Graduates-197786.aspx
Human Resources AssistantNew Maurifoods Limited,Negotiable,02/09/2025,Plaine Wilhems,19/09/2025,https://www.myjob.mu/Jobs/Human-Resources-Assistant-197744.aspx
Health and Safety OfficerNew Maurifoods Limited,Negotiable,03/09/2025,Plaine Wilhems,19/09/2025,https://www.myjob.mu/Jobs/Health-and-Safety-Officer-197785.aspx
Reinsurance Claims OfficerMauritius Union Group,Not disclosed,03/09/2025,Port Louis,03/10/2025,https://www.myjob.mu/Jobs/Reinsurance-Claims-Officer-197784.aspx
Content & Editorial SpecialistFleeti Tracking Ltd,"41,000 - 50,000",03/09/2025,Moka,20/09/2025,https://www.myjob.mu/Jobs/Content-Editorial-Specialist-197783.aspx
Customer Service Agent - BilingualMovate (Mauritius) Ltd,Negotiable,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Customer-Service-Agent-Bilingual-197782.aspx
SUPERVISEUR JUNIOR H/FHenry Schein (Mauritius) Ltd,Negotiable,25/08/2025,Mauritius,24/09/2025,https://www.myjob.mu/Jobs/SUPERVISEUR-JUNIOR-H-F-197326.aspx
Team LeaderHenry Schein (Mauritius) Ltd,Not disclosed,25/08/2025,Mauritius,24/09/2025,https://www.myjob.mu/Jobs/Team-Leader-197367.aspx
Agent téléopérateurREHUMA,"21,000 - 30,000",02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Agent-teleoperateur-197781.aspx
T​é​l​é​v​e​n​d​e​u​r​Service Plus Monde SPM Ltée,"31,000 - 40,000",02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Televendeur-197779.aspx
Conseiller Développement Commercial (H/F)Service Plus Monde SPM Ltée,"31,000 - 40,000",02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Conseiller-Developpement-Commercial-H-F-197778.aspx
Health & Safety AssistantPanagora Marketing Co Ltd,Not disclosed,02/09/2025,Mauritius,30/09/2025,https://www.myjob.mu/Jobs/Health-Safety-Assistant-197777.aspx
Project OfficerBilendi Services Ltd,Negotiable,02/09/2025,Plaine Wilhems,28/09/2025,https://www.myjob.mu/Jobs/Project-Officer-197549.aspx
Planning OfficerMauritours Ltd,Negotiable,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Planning-Officer-197776.aspx
D​r​i​v​e​r​Casela Nature Parks,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Driver-197775.aspx
Electromechanical TechnicianCIEL Textile Group,Not disclosed,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Electromechanical-Technician-197774.aspx
W​a​i​t​e​r​s​/​w​a​i​t​r​e​s​s​e​s​E.C OXENHAM & CY LTD,Not disclosed,12/08/2025,Moka,11/09/2025,https://www.myjob.mu/Jobs/Waiters-waitresses-196694.aspx
Technical Pool & STP Operator(Aqua Science And Technology Ltd)TAYLOR SMITH GROUP,"10,000 - 20,000",02/09/2025,Flacq,02/10/2025,https://www.myjob.mu/Jobs/Technical-Pool-STP-Operator-Aqua-197773.aspx
P​l​u​m​b​e​r​E.C OXENHAM & CY LTD,Not disclosed,19/08/2025,Plaine Wilhems,18/09/2025,https://www.myjob.mu/Jobs/Plumber-197096.aspx
Cleaner & Kitchen StewardE.C OXENHAM & CY LTD,Not disclosed,19/08/2025,Plaine Wilhems,18/09/2025,https://www.myjob.mu/Jobs/Cleaner-Kitchen-Steward-197097.aspx
Coffee shop attendant / Fast Food OperativeE.C OXENHAM & CY LTD,Not disclosed,19/08/2025,Plaine Wilhems,18/09/2025,https://www.myjob.mu/Jobs/Coffee-shop-attendant-Fast-Food-197098.aspx
Assistant CookE.C OXENHAM & CY LTD,Not disclosed,20/08/2025,Plaine Wilhems,19/09/2025,https://www.myjob.mu/Jobs/Assistant-Cook-197147.aspx
F​r​o​n​t​l​i​n​e​r​/​W​a​i​t​e​r​Casela Nature Parks,"10,000 - 20,000",02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Frontliner-Waiter-197772.aspx
Animal KeeperCasela Nature Parks,"10,000 - 20,000",02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Animal-Keeper-197771.aspx
Maintenance AssistantCasela Nature Parks,"10,000 - 20,000",02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Maintenance-Assistant-197770.aspx
Officer - Corporate ServicesPleion Consulting Ltd,"31,000 - 40,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Officer-Corporate-Services-197769.aspx
Customer Service RepresentativeCasela Nature Parks,"10,000 - 20,000",02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Customer-Service-Representative-197768.aspx
S​t​e​w​a​r​d​i​n​g​Casela Nature Parks,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Stewarding-197767.aspx
Guide (Quad & Zipline)Casela Nature Parks,"10,000 - 20,000",02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Guide-Quad-Zipline-197766.aspx
Conservation and Research OfficerCasela Nature Parks,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Conservation-and-Research-Officer-197765.aspx
Senior IT OfficerPleion Consulting Ltd,"41,000 - 50,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Senior-IT-Officer-197763.aspx
MONEY PROCESSING OPERATORBRINK’S Mauritius,"10,000 - 20,000",02/09/2025,Mauritius,02/10/2025,https://www.myjob.mu/Jobs/MONEY-PROCESSING-OPERATOR-197762.aspx
Assistant Administration des VentesIQera,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Assistant-Administration-des-Ventes-197761.aspx
IT Sales Representative - iShop (Centre & Western Region)Leal Communications & Informatics Ltd,Not disclosed,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/IT-Sales-Representative-iShop-Centre-197760.aspx
Gestionnaire Comptable Fournisseur & Client (Débutant)IDS LTD,"10,000 - 20,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Gestionnaire-Comptable-Fournisseur-Client-Debutant-197759.aspx
Technicien Support InformatiqueIDS LTD,"31,000 - 40,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Technicien-Support-Informatique-197758.aspx
Indoor SalesgirlSik Yuen,"10,000 - 20,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Indoor-Salesgirl-197757.aspx
Business Process AnalystRogers Capital Management Services,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Business-Process-Analyst-197756.aspx
Freelance Branch OfficerRogers Capital Management Services,See description,02/09/2025,Mauritius,02/10/2025,https://www.myjob.mu/Jobs/Freelance-Branch-Officer-197755.aspx
Saleman - HORECASik Yuen,Negotiable,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Saleman-HORECA-197754.aspx
Product Owner – Digital ExperienceC-Care (Mauritius) Ltd,Not disclosed,02/09/2025,Moka,02/10/2025,https://www.myjob.mu/Jobs/Product-Owner-Digital-Experience-197753.aspx
Sales RepresentativePhoenixBev,Not disclosed,02/09/2025,Mauritius,02/10/2025,https://www.myjob.mu/Jobs/Sales-Representative-197752.aspx
Cook (Canteen) - The Address Boutique HotelNinety – Six Hotel Collection,"10,000 - 20,000",02/09/2025,Pamplemousses,02/10/2025,https://www.myjob.mu/Jobs/Cook-Canteen-The-Address-Boutique-197751.aspx
Marketing Executive – Communications SupportC-Care (Mauritius) Ltd,Negotiable,02/09/2025,Moka,02/10/2025,https://www.myjob.mu/Jobs/Marketing-Executive-Communications-Support-197750.aspx
Service PlannerHardy Henry Services Ltd (Hardy Henry Group),"21,000 - 30,000",02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Service-Planner-197749.aspx
IT SupervisorGroupe Beau Vallon,"31,000 - 40,000",02/09/2025,Mauritius,02/10/2025,https://www.myjob.mu/Jobs/IT-Supervisor-197748.aspx
STORE ATTENDANT (AXESS LIMITED)ENL,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/STORE-ATTENDANT-AXESS-LIMITED-197747.aspx
Chef Position Diplomatic ResidenceHidden Company,Not disclosed,02/09/2025,Port Louis,26/09/2025,https://www.myjob.mu/Jobs/Chef-Position-Diplomatic-Residence-197526.aspx
Office ClerkAVSCONGRES LTD,"21,000 - 30,000",02/09/2025,Port Louis,05/09/2025,https://www.myjob.mu/Jobs/Office-Clerk-197746.aspx
Sales Manager (2534-SMGR)Alentaris Recruitment Ltd,Negotiable,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Sales-Manager-2534-SMGR-197745.aspx
Junior IT OfficerPleion Consulting Ltd,"21,000 - 30,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Junior-IT-Officer-197743.aspx
Corporate Affairs OfficerTotalEnergies Marketing Mauritius Ltd,Not disclosed,27/08/2025,Port Louis,26/09/2025,https://www.myjob.mu/Jobs/Corporate-Affairs-Officer-197476.aspx
T​r​a​i​n​e​e​Mauritius Union Group,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Trainee-197742.aspx
IT DeveloperHidden Company,Negotiable,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/IT-Developer-197741.aspx
P​h​o​t​o​g​r​a​p​h​e​r​Hidden Company,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Photographer-197739.aspx
R​e​c​e​p​t​i​o​n​i​s​t​Hidden Company,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Receptionist-197738.aspx
Underwriting OfficerHidden Company,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Underwriting-Officer-197737.aspx
Motor SurveyorHidden Company,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Motor-Surveyor-197736.aspx
Travel PlannerRogers Hospitality,Not disclosed,02/09/2025,Riviere du Rempart,02/10/2025,https://www.myjob.mu/Jobs/Travel-Planner-197735.aspx
Kitchen Steward - Labourdonnais Waterfront HotelNinety – Six Hotel Collection,"10,000 - 20,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Kitchen-Steward-Labourdonnais-Waterfront-Hotel-197734.aspx
Contrôleur de GestionOutremer Telecom Digital Solutions,"31,000 - 40,000",02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Controleur-de-Gestion-197681.aspx
Team LeaderGlobal Excel Management Services (Mauritius) Ltd,Not disclosed,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Team-Leader-197732.aspx
Assistant Chief Security OfficerLUX* Belle Mare,Negotiable,02/09/2025,Flacq,02/10/2025,https://www.myjob.mu/Jobs/Assistant-Chief-Security-Officer-197731.aspx
B​a​r​t​e​n​d​e​r​LUX* Belle Mare,Not disclosed,02/09/2025,Flacq,02/10/2025,https://www.myjob.mu/Jobs/Bartender-197730.aspx
V​A​L​E​T​LUX* Belle Mare,Not disclosed,02/09/2025,Flacq,02/10/2025,https://www.myjob.mu/Jobs/VALET-197729.aspx
Chef De RangLUX* Belle Mare,Not disclosed,02/09/2025,Flacq,02/10/2025,https://www.myjob.mu/Jobs/Chef-De-Rang-197728.aspx
Technicien Maintenance / ElectromécanicienISM Limited,Negotiable,02/09/2025,Riviere du Rempart,02/10/2025,https://www.myjob.mu/Jobs/Technicien-Maintenance-Electromecanicien-197727.aspx
Assistant RHISM Limited,Negotiable,01/09/2025,Riviere du Rempart,01/10/2025,https://www.myjob.mu/Jobs/Assistant-RH-197593.aspx
Dessinateur / Constructeur IndustrielISM Limited,Negotiable,13/08/2025,Riviere du Rempart,12/09/2025,https://www.myjob.mu/Jobs/Dessinateur-Constructeur-Industriel-196734.aspx
Gestionnaire AchatISM Limited,Negotiable,13/08/2025,Riviere du Rempart,12/09/2025,https://www.myjob.mu/Jobs/Gestionnaire-Achat-196737.aspx
S​o​m​m​e​l​i​e​r​LUX* Grand Baie,Negotiable,02/09/2025,Riviere du Rempart,25/09/2025,https://www.myjob.mu/Jobs/Sommelier-197726.aspx
Head SommelierLUX* Grand Baie,Not disclosed,02/09/2025,Riviere du Rempart,25/09/2025,https://www.myjob.mu/Jobs/Head-Sommelier-197725.aspx
Outlet Manager - BarLUX* Grand Baie,Not disclosed,02/09/2025,Riviere du Rempart,25/09/2025,https://www.myjob.mu/Jobs/Outlet-Manager-Bar-197724.aspx
IT Helpdesk OfficerCentre Digital Solutions (Mauritius) Ltd,Negotiable,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/IT-Helpdesk-Officer-197723.aspx
Outlet Manager - RestaurantLUX* Grand Baie,Not disclosed,02/09/2025,Riviere du Rempart,25/09/2025,https://www.myjob.mu/Jobs/Outlet-Manager-Restaurant-197722.aspx
Communication ExecutivePHARMACIE NOUVELLE LTD,Not disclosed,02/09/2025,Port Louis,02/10/2025,https://www.myjob.mu/Jobs/Communication-Executive-197721.aspx
T​r​a​i​n​e​e​EAGLE INSURANCE LIMITED,Not disclosed,02/09/2025,Plaine Wilhems,07/09/2025,https://www.myjob.mu/Jobs/Trainee-197720.aspx
Assistant Financial AccountantCIEL Textile Group,"31,000 - 40,000",02/09/2025,Plaine Wilhems,20/09/2025,https://www.myjob.mu/Jobs/Assistant-Financial-Accountant-197719.aspx
E Commerce ExecutiveMauritours Ltd,Negotiable,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/E-Commerce-Executive-197718.aspx
AREA LEADERBRINK’S Mauritius,Negotiable,02/09/2025,Mauritius,02/10/2025,https://www.myjob.mu/Jobs/AREA-LEADER-197717.aspx
Compliance AnalystGPO Limited,Not disclosed,02/09/2025,Plaine Wilhems,02/10/2025,https://www.myjob.mu/Jobs/Compliance-Analyst-196087.aspx
Reservation AgentHilton Mauritius Resort & Spa,"10,000 - 20,000",02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Reservation-Agent-197716.aspx
Sales ManagerHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Sales-Manager-197715.aspx
S​o​m​m​e​l​i​e​r​Hilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Sommelier-197714.aspx
Cost ControllerHeritage Resorts,Not disclosed,02/09/2025,Savanne,02/10/2025,https://www.myjob.mu/Jobs/Cost-Controller-197713.aspx
Spa TherapistHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Spa-Therapist-197712.aspx
Spa AttendantHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Spa-Attendant-197711.aspx
Mini Bar AttendantHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Mini-Bar-Attendant-197710.aspx
Laundry AttendantHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Laundry-Attendant-197709.aspx
Room/ Public Area AttendantHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Room-Public-Area-Attendant-197708.aspx
S​t​e​w​a​r​d​Hilton Mauritius Resort & Spa,Negotiable,02/09/2025,Mauritius,02/10/2025,https://www.myjob.mu/Jobs/Steward-197707.aspx
Assistant CookHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Black River,02/10/2025,https://www.myjob.mu/Jobs/Assistant-Cook-197706.aspx
Steward - Team LeaderHilton Mauritius Resort & Spa,Negotiable,02/09/2025,Mauritius,02/10/2025,https://www.myjob.mu/Jobs/Steward-Team-Leader-197705.aspx
